Item_Name,Item_Format,Item_Start_Date,Item_End_Date,Item_Alias,Item_Description,Code,Default_Code_Indicator,Code_Short_Description,Code_Long_Description,Code_Start_Date,Code_End_Date,Constraint_Indicator
Activity_Treatment_Function_Code,an3,01/11/2012,Null,Null,Treatment Function Code is a unique identifier for a Treatment Function. Treatment Function Code is recorded to report the specialised service within which the Patient is treated.,800,N,Clinical Oncology (Previously Radiotherapy),"Clinical Oncology (Previously Radiotherapy): The diagnosis and treatment, typically with Radiotherapy, of Patients with cancer.",01/05/2005,Null,N
Activity_Treatment_Function_Code,an3,01/11/2012,Null,Null,Treatment Function Code is a unique identifier for a Treatment Function. Treatment Function Code is recorded to report the specialised service within which the Patient is treated.,810,N,Not A Treatment Function,Not A Treatment Function,01/05/2005,Null,N
Activity_Treatment_Function_Code,an3,01/11/2012,Null,Null,Treatment Function Code is a unique identifier for a Treatment Function. Treatment Function Code is recorded to report the specialised service within which the Patient is treated.,811,N,Interventional Radiology,Interventional Radiology: Diagnosis and treatment of diseases utilising minimally-invasive image-guided procedures. Not to be used for Diagnostic Imaging - see Treatment Function Code 812,01/05/2005,Null,N
Activity_Treatment_Function_Code,an3,01/11/2012,Null,Null,Treatment Function Code is a unique identifier for a Treatment Function. Treatment Function Code is recorded to report the specialised service within which the Patient is treated.,812,N,Diagnostic Imaging,"Diagnostic Imaging: The production and interpretation of high quality images of the body to diagnose injuries and disease, e.g. x-rays, Ultrasound Scan, MRI Scan, PET Scan or CT Scan.",01/10/2007,Null,N
Activity_Treatment_Function_Code,an3,01/11/2012,Null,Null,Treatment Function Code is a unique identifier for a Treatment Function. Treatment Function Code is recorded to report the specialised service within which the Patient is treated.,820,N,Not A Treatment Function,Not A Treatment Function,01/05/2005,Null,N
Activity_Treatment_Function_Code,an3,01/11/2012,Null,Null,Treatment Function Code is a unique identifier for a Treatment Function. Treatment Function Code is recorded to report the specialised service within which the Patient is treated.,821,N,Not A Treatment Function,Not A Treatment Function,01/05/2005,Null,N
Activity_Treatment_Function_Code,an3,01/11/2012,Null,Null,Treatment Function Code is a unique identifier for a Treatment Function. Treatment Function Code is recorded to report the specialised service within which the Patient is treated.,822,N,Chemical Pathology,Chemical Pathology: To be used for clinical management only,01/05/2005,Null,N
Activity_Treatment_Function_Code,an3,01/11/2012,Null,Null,Treatment Function Code is a unique identifier for a Treatment Function. Treatment Function Code is recorded to report the specialised service within which the Patient is treated.,823,N,Not A Treatment Function,Not A Treatment Function: See Clinical Haematology,01/05/2005,Null,N
Activity_Treatment_Function_Code,an3,01/11/2012,Null,Null,Treatment Function Code is a unique identifier for a Treatment Function. Treatment Function Code is recorded to report the specialised service within which the Patient is treated.,824,N,Not A Treatment Function,Not A Treatment Function,01/05/2005,Null,N
Activity_Treatment_Function_Code,an3,01/11/2012,Null,Null,Treatment Function Code is a unique identifier for a Treatment Function. Treatment Function Code is recorded to report the specialised service within which the Patient is treated.,830,N,Not A Treatment Function,Not A Treatment Function: See Clinical Immunology,01/05/2005,Null,N
Activity_Treatment_Function_Code,an3,01/11/2012,Null,Null,Treatment Function Code is a unique identifier for a Treatment Function. Treatment Function Code is recorded to report the specialised service within which the Patient is treated.,831,N,Not A Treatment Function,Not A Treatment Function: See Clinical Microbiology,01/05/2005,Null,N
Activity_Treatment_Function_Code,an3,01/11/2012,Null,Null,Treatment Function Code is a unique identifier for a Treatment Function. Treatment Function Code is recorded to report the specialised service within which the Patient is treated.,832 ,N,Retired,Retired,01/04/2001,Null,N
Activity_Treatment_Function_Code,an3,01/11/2012,Null,Null,Treatment Function Code is a unique identifier for a Treatment Function. Treatment Function Code is recorded to report the specialised service within which the Patient is treated.,834,N,Medical Virology,"Medical Virology: The diagnosis and management and prevention of virus and related infections, in hospital and in the community including HIV/AIDS, other blood-borne infections like hepatitis B and C and viruses such as SARS and avian flu",01/04/2011,Null,N
Activity_Treatment_Function_Code,an3,01/11/2012,Null,Null,Treatment Function Code is a unique identifier for a Treatment Function. Treatment Function Code is recorded to report the specialised service within which the Patient is treated.,840,N,Audiology,"Audiology: Physiological measurement and diagnosis of hearing disorders, and the rehabilitation of Patients with hearing loss",01/10/2007,Null,N
Activity_Treatment_Function_Code,an3,01/11/2012,Null,Null,Treatment Function Code is a unique identifier for a Treatment Function. Treatment Function Code is recorded to report the specialised service within which the Patient is treated.,900,N,Not A Treatment Function,Not A Treatment Function,01/05/2005,Null,N
Activity_Treatment_Function_Code,an3,01/11/2012,Null,Null,Treatment Function Code is a unique identifier for a Treatment Function. Treatment Function Code is recorded to report the specialised service within which the Patient is treated.,901,N,Not A Treatment Function,Not A Treatment Function,01/05/2005,Null,N
Activity_Treatment_Function_Code,an3,01/11/2012,Null,Null,Treatment Function Code is a unique identifier for a Treatment Function. Treatment Function Code is recorded to report the specialised service within which the Patient is treated.,920,N,Diabetic Education Service,Diabetic Education Service: Services providing dedicated small group education courses regarding self management for diabetic Patients,01/11/2012,Null,Y
Activity_Treatment_Function_Code,an3,01/11/2012,Null,Null,Treatment Function Code is a unique identifier for a Treatment Function. Treatment Function Code is recorded to report the specialised service within which the Patient is treated.,950,N,Not A Treatment Function,Not A Treatment Function: Use the appropriate function under which the Patient is treated,01/05/2005,Null,N
Activity_Treatment_Function_Code,an3,01/11/2012,Null,Null,Treatment Function Code is a unique identifier for a Treatment Function. Treatment Function Code is recorded to report the specialised service within which the Patient is treated.,960,N,Not A Treatment Function,Not A Treatment Function: Use the appropriate function under which the Patient is treated,01/04/2006,Null,N
Activity_Treatment_Function_Code,an3,01/11/2012,Null,Null,Treatment Function Code is a unique identifier for a Treatment Function. Treatment Function Code is recorded to report the specialised service within which the Patient is treated.,990 ,N,Retired,Retired,01/05/2005,Null,N
Activity_Treatment_Function_Code,an3,01/11/2012,Null,Null,Treatment Function Code is a unique identifier for a Treatment Function. Treatment Function Code is recorded to report the specialised service within which the Patient is treated.,199,Y,"Non-UK provider; specialty function not known, treatment mainly surgical","Non-UK provider; specialty function not known, treatment mainly surgical",01/04/2001,Null,Y
Activity_Treatment_Function_Code,an3,01/11/2012,Null,Null,Treatment Function Code is a unique identifier for a Treatment Function. Treatment Function Code is recorded to report the specialised service within which the Patient is treated.,499,Y,"Non-UK provider; specialty function not known, treatment mainly medical","Non-UK provider; specialty function not known, treatment mainly medical",01/04/2001,Null,Y
Diagnosis_Scheme_In_Use,an2,01/05/2005,Null,Null,Diagnosis Scheme In Use is used in the Clinical Information Group of the Commissioning Data Set to denote the code scheme basis of the Diagnosis.,01,N,Accident & Emergency Diagnosis,Accident & Emergency Diagnosis,01/05/2005,Null,N
Diagnosis_Scheme_In_Use,an2,01/05/2005,Null,Null,Diagnosis Scheme In Use is used in the Clinical Information Group of the Commissioning Data Set to denote the code scheme basis of the Diagnosis.,02,N,ICD-10,ICD-10,01/05/2005,Null,N
Diagnosis_Scheme_In_Use,an2,01/05/2005,Null,Null,Diagnosis Scheme In Use is used in the Clinical Information Group of the Commissioning Data Set to denote the code scheme basis of the Diagnosis.,03,N,Read Code 4Byte Version,Read Code 4Byte Version,01/05/2005,01/10/2009,N
Diagnosis_Scheme_In_Use,an2,01/05/2005,Null,Null,Diagnosis Scheme In Use is used in the Clinical Information Group of the Commissioning Data Set to denote the code scheme basis of the Diagnosis.,04,N,Read Code Version 2,Read Code Version 2,01/05/2005,Null,N
Diagnosis_Scheme_In_Use,an2,01/05/2005,Null,Null,Diagnosis Scheme In Use is used in the Clinical Information Group of the Commissioning Data Set to denote the code scheme basis of the Diagnosis.,05,N,Read Code Clinical Terms Version 3 (CTV3),Read Code Clinical Terms Version 3 (CTV3),01/05/2005,Null,N
Present_On_Admission_Indicator,an1,01/11/2012,Null,Null,An indication of whether a Patient Diagnosis was already present when the Patient started a Hospital Provider Spell.,Y,N,Patient Diagnosis already present,Patient Diagnosis already present,01/11/2012,Null,Y
Present_On_Admission_Indicator,an1,01/11/2012,Null,Null,An indication of whether a Patient Diagnosis was already present when the Patient started a Hospital Provider Spell.,N,N,Patient Diagnosis not already present,Patient Diagnosis not already present,01/11/2012,Null,Y
Present_On_Admission_Indicator,an1,01/11/2012,Null,Null,An indication of whether a Patient Diagnosis was already present when the Patient started a Hospital Provider Spell.,8,Y,Not applicable,Not applicable (indication of this Patient Diagnosis on admission not required nationally),01/11/2012,Null,Y
Present_On_Admission_Indicator,an1,01/11/2012,Null,Null,An indication of whether a Patient Diagnosis was already present when the Patient started a Hospital Provider Spell.,9,Y,Not known whether the Patient Diagnosis was present on admission,Not known whether the Patient Diagnosis was present on admission,01/11/2012,Null,Y
Administrative_Category_Code,an2,01/11/2012,Null,Null,The administrative category code of the patient.,01,N,NHS Patient,"NHS Patient, including Overseas Visitors charged under the National Health Service (Overseas Visitors Hospital Charging Regulations)",01/05/2005,Null,N
Administrative_Category_Code,an2,01/11/2012,Null,Null,The administrative category code of the patient.,02,N,Private Patient,"Private Patient, one who uses accommodation or services authorised under the National Health Service Act 2006",01/05/2005,Null,N
Administrative_Category_Code,an2,01/11/2012,Null,Null,The administrative category code of the patient.,03,N,Amenity Patient,"Amenity Patient, one who pays for the use of a single room or small ward in accordance with the National Health Service Act 2006",01/05/2005,Null,Y
Administrative_Category_Code,an2,01/11/2012,Null,Null,The administrative category code of the patient.,04,N,Category II Patient,"Category II Patient, one for whom work is undertaken by hospital medical or dental staff within category II as defined in paragraph 37 of the Terms and Conditions of Service of Hospital Medical and Dental Staff.",01/05/2005,Null,N
Administrative_Category_Code,an2,01/11/2012,Null,Null,The administrative category code of the patient.,98,Y,Not applicable,Not applicable,01/05/2005,Null,N
Administrative_Category_Code,an2,01/11/2012,Null,Null,The administrative category code of the patient.,99,Y,Not known,Not known: a validation error,01/05/2005,Null,N
Attended_Or_Did_Not_Attend_Code,an1,01/04/2011,Null,Null,An indication of whether an Appointment for a Care Contact took place.,5,N,"Attended on time or, if late, before the relevant Care Professional was ready to see the Patient","Attended on time or, if late, before the relevant Care Professional was ready to see the Patient",01/05/2005,Null,N
Attended_Or_Did_Not_Attend_Code,an1,01/04/2011,Null,Null,An indication of whether an Appointment for a Care Contact took place.,6,N,"Arrived late, after the relevant Care Professional was ready to see the Patient, but was seen","Arrived late, after the relevant Care Professional was ready to see the Patient, but was seen",01/05/2005,Null,N
Attended_Or_Did_Not_Attend_Code,an1,01/04/2011,Null,Null,An indication of whether an Appointment for a Care Contact took place.,7,N,Patient arrived late and could not be seen,Patient arrived late and could not be seen,01/05/2005,Null,N
Attended_Or_Did_Not_Attend_Code,an1,01/04/2011,Null,Null,An indication of whether an Appointment for a Care Contact took place.,2,N,"Appointment cancelled by, or on behalf of, the Patient","Appointment cancelled by, or on behalf of, the Patient",01/05/2005,Null,N
Attended_Or_Did_Not_Attend_Code,an1,01/04/2011,Null,Null,An indication of whether an Appointment for a Care Contact took place.,3,N,Did not attend - no advance warning given,Did not attend - no advance warning given,01/05/2005,Null,N
Attended_Or_Did_Not_Attend_Code,an1,01/04/2011,Null,Null,An indication of whether an Appointment for a Care Contact took place.,4,N,Appointment cancelled or postponed by the Health Care Provider,Appointment cancelled or postponed by the Health Care Provider,01/05/2005,Null,N
Attended_Or_Did_Not_Attend_Code,an1,01/04/2011,Null,Null,An indication of whether an Appointment for a Care Contact took place.,0,N,Not applicable - Appointment occurs in the future,Not applicable - Appointment occurs in the future,31/12/2007,Null,N
First_Attendance_Code,an1,01/11/2012,Null,Null,An indication of whether a Patient is making a first attendance or contact; or a follow-up attendance or contact and whether the Consultation Medium Used national code was 'Face to face communication' or 'Telephone' or 'Telemedicine web camera'.,1,N,First attendance face to face,First attendance face to face,01/05/2005,Null,N
First_Attendance_Code,an1,01/11/2012,Null,Null,An indication of whether a Patient is making a first attendance or contact; or a follow-up attendance or contact and whether the Consultation Medium Used national code was 'Face to face communication' or 'Telephone' or 'Telemedicine web camera'.,2,N,Follow-up attendance face to face,Follow-up attendance face to face,01/05/2005,Null,N
First_Attendance_Code,an1,01/11/2012,Null,Null,An indication of whether a Patient is making a first attendance or contact; or a follow-up attendance or contact and whether the Consultation Medium Used national code was 'Face to face communication' or 'Telephone' or 'Telemedicine web camera'.,3,N,First telephone or telemedicine consultation,First telephone or telemedicine consultation,01/05/2005,Null,N
First_Attendance_Code,an1,01/11/2012,Null,Null,An indication of whether a Patient is making a first attendance or contact; or a follow-up attendance or contact and whether the Consultation Medium Used national code was 'Face to face communication' or 'Telephone' or 'Telemedicine web camera'.,4,N,Follow-up telephone or telemedicine consultation,Follow-up telephone or telemedicine consultation,01/05/2005,Null,N
First_Attendance_Code,an1,01/11/2012,Null,Null,An indication of whether a Patient is making a first attendance or contact; or a follow-up attendance or contact and whether the Consultation Medium Used national code was 'Face to face communication' or 'Telephone' or 'Telemedicine web camera'.,5,N,Referral To Treatment Clock Stop Administrative Event,Referral To Treatment Clock Stop Administrative Event,01/12/2009,Null,Y
Medical_Staff_Type_Seeing_Patient,an2,01/05/2005,Null,Null,The type of Care Professional staff dealing with the Patient during an Out-patient Attendance Consultant or Nurse or Midwife Contact.,01,N,Consultant,Consultant,01/04/2001,01/04/2005,N
Medical_Staff_Type_Seeing_Patient,an2,01/05/2005,Null,Null,The type of Care Professional staff dealing with the Patient during an Out-patient Attendance Consultant or Nurse or Midwife Contact.,02,N,Member of Consultant firm,Member of Consultant firm,01/04/2001,01/04/2005,N
Medical_Staff_Type_Seeing_Patient,an2,01/05/2005,Null,Null,The type of Care Professional staff dealing with the Patient during an Out-patient Attendance Consultant or Nurse or Midwife Contact.,03,N,Lead Care Professional,Lead Care Professional,01/04/2005,Null,N
Medical_Staff_Type_Seeing_Patient,an2,01/05/2005,Null,Null,The type of Care Professional staff dealing with the Patient during an Out-patient Attendance Consultant or Nurse or Midwife Contact.,04,N,Member of Care Professional Team,Member of Care Professional Team,01/04/2005,Null,N
Medical_Staff_Type_Seeing_Patient,an2,01/05/2005,Null,Null,The type of Care Professional staff dealing with the Patient during an Out-patient Attendance Consultant or Nurse or Midwife Contact.,08,Y,Not applicable,Not applicable,01/05/2005,Null,N
Medical_Staff_Type_Seeing_Patient,an2,01/05/2005,Null,Null,The type of Care Professional staff dealing with the Patient during an Out-patient Attendance Consultant or Nurse or Midwife Contact.,09,Y,Not known,Not known,01/05/2005,Null,N
Operation_Status_Code,an1,01/11/2012,Null,Null,Operation Status Codes should be used once for each record to record states of knowledge regarding the operative procedure.,1,N,One or more Operative Procedure carried out,One or more Operative Procedure carried out,01/11/2012,Null,N
Operation_Status_Code,an1,01/11/2012,Null,Null,Operation Status Codes should be used once for each record to record states of knowledge regarding the operative procedure.,8,N,Not applicable,Not applicable i.e. no Operative Procedures performed or intended,01/11/2012,Null,N
Operation_Status_Code,an1,01/11/2012,Null,Null,Operation Status Codes should be used once for each record to record states of knowledge regarding the operative procedure.,9,N,Not known,Not known i.e. finished episode/Out-patient attendance but no data entered or the episode is unfinished and no data needs to be present. This would be a validation error only for a finished episode,01/11/2012,Null,N
Outcome_Of_Attendance_Code,an1,01/11/2012,Null,Null,This records the outcome of an Out-patient Attendance Consultant.,1,N,Discharged from Consultant's Care (last attendance),Discharged from Consultant's Care (last attendance),01/05/2005,Null,N
Outcome_Of_Attendance_Code,an1,01/11/2012,Null,Null,This records the outcome of an Out-patient Attendance Consultant.,2,N,Another Appointment given,Another Appointment given,01/05/2005,Null,N
Outcome_Of_Attendance_Code,an1,01/11/2012,Null,Null,This records the outcome of an Out-patient Attendance Consultant.,3,N,Appointment to be made at a later date,Appointment to be made at a later date,01/05/2005,Null,N
Age_At_CDS_Activity_Date,n3,01/10/2007,Null,Null,Age At CDS Activity Date is derived as the number of completed years between the Person Birth Date of the Patient and the CDS Activity Date.,999,Y,Not known,Not known i.e. date of birth not known and age cannot be estimated,01/10/2007,Null,N
Overseas_Visitor_Status_Classification_At_CDS_Activity_Date,an1,01/11/2012,Null,Null,A classification of Overseas Visitor Status.,1,N,Exempt from payment - subject to Reciprocal Healthcare Agreement,Exempt from payment - subject to Reciprocal Healthcare Agreement,01/05/2005,Null,N
Overseas_Visitor_Status_Classification_At_CDS_Activity_Date,an1,01/11/2012,Null,Null,A classification of Overseas Visitor Status.,2,N,Exempt from payment - other,Exempt from payment - other,01/05/2005,Null,N
Overseas_Visitor_Status_Classification_At_CDS_Activity_Date,an1,01/11/2012,Null,Null,A classification of Overseas Visitor Status.,3,N,To pay hotel fees only,To pay hotel fees only,01/05/2005,Null,N
Overseas_Visitor_Status_Classification_At_CDS_Activity_Date,an1,01/11/2012,Null,Null,A classification of Overseas Visitor Status.,4,N,To pay all fees,To pay all fees,01/05/2005,Null,N
Overseas_Visitor_Status_Classification_At_CDS_Activity_Date,an1,01/11/2012,Null,Null,A classification of Overseas Visitor Status.,8,Y,Not applicable (not an Overseas Visitor),Not applicable (not an Overseas Visitor),01/05/2005,Null,N
Overseas_Visitor_Status_Classification_At_CDS_Activity_Date,an1,01/11/2012,Null,Null,A classification of Overseas Visitor Status.,9,Y,Charging rate not known,Charging rate not known,01/05/2005,Null,N
Consultation_Medium_Used,an2,01/04/2011,Null,Null,"Consultation Medium Used identifies the communication mechanism used to relay information between the Care Professional and the Person who is the subject of the consultation, during a Care Activity.",01,N,Face to face communication,Face to face communication,01/05/2005,Null,N
Consultation_Medium_Used,an2,01/04/2011,Null,Null,"Consultation Medium Used identifies the communication mechanism used to relay information between the Care Professional and the Person who is the subject of the consultation, during a Care Activity.",02,N,Telephone,Telephone,01/05/2005,Null,N
Consultation_Medium_Used,an2,01/04/2011,Null,Null,"Consultation Medium Used identifies the communication mechanism used to relay information between the Care Professional and the Person who is the subject of the consultation, during a Care Activity.",03,N,Telemedicine web camera,Telemedicine web camera,01/05/2005,Null,N
Consultation_Medium_Used,an2,01/04/2011,Null,Null,"Consultation Medium Used identifies the communication mechanism used to relay information between the Care Professional and the Person who is the subject of the consultation, during a Care Activity.",04,N,Talk type for a Person unable to speak,Talk type for a Person unable to speak,01/05/2005,Null,N
Multi-Professional_Or_Multi-Disciplinary_Indication_Code_(Payment_By_Results),an1,01/11/2012,Null,Null,"An indication of whether a Patient was seen by a single or multiple Care Professionals during an Clinic Attendance Consultant or Clinic Attendance Non-Consultant, recorded for the purposes of Payment by Results.",1,N,Uni-Professional clinic attendance,Uni-Professional clinic attendance,01/11/2012,Null,Y
Multi-Professional_Or_Multi-Disciplinary_Indication_Code_(Payment_By_Results),an1,01/11/2012,Null,Null,"An indication of whether a Patient was seen by a single or multiple Care Professionals during an Clinic Attendance Consultant or Clinic Attendance Non-Consultant, recorded for the purposes of Payment by Results.",2,N,Multi-Professional Consultation (Payment By Results) clinic attendance,Multi-Professional Consultation (Payment By Results) clinic attendance,01/11/2012,Null,Y
Multi-Professional_Or_Multi-Disciplinary_Indication_Code_(Payment_By_Results),an1,01/11/2012,Null,Null,"An indication of whether a Patient was seen by a single or multiple Care Professionals during an Clinic Attendance Consultant or Clinic Attendance Non-Consultant, recorded for the purposes of Payment by Results.",3,N,Multi-Disciplinary Consultation (Payment By Results) clinic attendance,Multi-Disciplinary Consultation (Payment By Results) clinic attendance,01/11/2012,Null,Y
Multi-Professional_Or_Multi-Disciplinary_Indication_Code_(Payment_By_Results),an1,01/11/2012,Null,Null,"An indication of whether a Patient was seen by a single or multiple Care Professionals during an Clinic Attendance Consultant or Clinic Attendance Non-Consultant, recorded for the purposes of Payment by Results.",9,Y,"Not known whether attendance was uni-professional, multi-professional or multi-disciplinary","Not known whether attendance was uni-professional, multi-professional or multi-disciplinary",01/11/2012,Null,Y
Rehabilitation_Assessment_Team_Type,an1,01/11/2012,Null,Null,"An indication of whether a Patient was seen by a single or multiple Care Professionals during an Clinic Attendance Consultant or Clinic Attendance Non-Consultant, recorded for the purposes of Payment by Results.",1,N,Specialised Rehabilitation Team,Specialised Rehabilitation Team,01/11/2012,Null,Y
Rehabilitation_Assessment_Team_Type,an1,01/11/2012,Null,Null,"An indication of whether a Patient was seen by a single or multiple Care Professionals during an Clinic Attendance Consultant or Clinic Attendance Non-Consultant, recorded for the purposes of Payment by Results.",2,N,Non-specialised Rehabilitation Team,Non-specialised Rehabilitation Team,01/11/2012,Null,Y
Rehabilitation_Assessment_Team_Type,an1,01/11/2012,Null,Null,"An indication of whether a Patient was seen by a single or multiple Care Professionals during an Clinic Attendance Consultant or Clinic Attendance Non-Consultant, recorded for the purposes of Payment by Results.",8,Y,Not applicable - Activity is not Rehabilitation Assessment,Not applicable - Activity is not Rehabilitation Assessment,01/11/2012,Null,Y
Rehabilitation_Assessment_Team_Type,an1,01/11/2012,Null,Null,"An indication of whether a Patient was seen by a single or multiple Care Professionals during an Clinic Attendance Consultant or Clinic Attendance Non-Consultant, recorded for the purposes of Payment by Results.",9,Y,Rehabilitation Assessment Team Type not known,Rehabilitation Assessment Team Type not known,01/11/2012,Null,Y
Professional_Registration_Issuer_Code,an2,01/11/2012,Null,Null,A code which identifies the Professional Registration Body or Representative Body.,02,N,General Dental Council,General Dental Council,01/11/2012,Null,N
Professional_Registration_Issuer_Code,an2,01/11/2012,Null,Null,A code which identifies the Professional Registration Body or Representative Body.,03,N,General Medical Council,General Medical Council,01/11/2012,Null,N
Professional_Registration_Issuer_Code,an2,01/11/2012,Null,Null,A code which identifies the Professional Registration Body or Representative Body.,08,N,Health and Care Professions Council,Health and Care Professions Council,01/11/2012,Null,N
Professional_Registration_Issuer_Code,an2,01/11/2012,Null,Null,A code which identifies the Professional Registration Body or Representative Body.,09,N,Nursing and Midwifery Council,Nursing and Midwifery Council,01/11/2012,Null,N
Location_Class,an2,01/05/2005,Null,Null,Location Class is a classification for use within Commissioning Data Set messages of the physical location within which the recorded Patient event occurs.,01,N,Health Site (General Occurrence),Health Site (General Occurrence),01/05/2005,Null,N
Location_Class,an2,01/05/2005,Null,Null,Location Class is a classification for use within Commissioning Data Set messages of the physical location within which the recorded Patient event occurs.,02,N,Home,Home,01/05/2005,Null,N
Location_Class,an2,01/05/2005,Null,Null,Location Class is a classification for use within Commissioning Data Set messages of the physical location within which the recorded Patient event occurs.,03,N,Delivery Place,Delivery Place,01/05/2005,Null,N
Location_Class,an2,01/05/2005,Null,Null,Location Class is a classification for use within Commissioning Data Set messages of the physical location within which the recorded Patient event occurs.,04,N,Health site at the start of Health Care Activity,Health site at the start of Health Care Activity,01/05/2005,Null,N
Location_Class,an2,01/05/2005,Null,Null,Location Class is a classification for use within Commissioning Data Set messages of the physical location within which the recorded Patient event occurs.,05,N,Health site at the end of Health Care Activity,Health site at the end of Health Care Activity,01/05/2005,Null,N
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,A01,N,Patient's Home,Patient's Home,01/04/2011,Null,Y
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,A02,N,Carer's Home,Carer's Home,01/04/2011,Null,Y
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,A03,N,Patient's Workplace,Patient's Workplace,01/04/2011,Null,Y
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,A04,N,Other Patient Related Location,Other Patient Related Location: E.g. temporary address,01/04/2011,Null,Y
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,B01,N,Primary Care Health Centre,"Primary Care Health Centre: Primary Care Health Centre with or without GP Practice(s) based in it, providing community-based healthcare services such as podiatry, community dentistry, ophthalmology, minor injuries nursing etc, Sexual and Reproductive Health Service, health promotion etc, and sometimes hosting outreach services from NHS Trusts",01/04/2011,Null,Y
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,B02,N,Polyclinic,"Polyclinic: Provide similar services to Primary Care Health Centre but also additional services such as diagnostics, minor procedures, Out-patient Appointments, urgent Care etc. and also co-located services with Local Authority Social Care.  May also provide extended/out of hours services.",01/04/2011,Null,Y
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,C01,N,General Medical Practitioner Practice,"General Medical Practitioner Practice: Stand-alone GP Practice premises, not part of a Primary Care Health Centre",01/04/2011,Null,Y
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,C02,N,Dental Practice,"Dental Practice: Stand-alone GP Practice premises, not part of a Primary Care Health Centre",01/04/2011,Null,Y
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,C03,N,Ophthalmic Medical Practioner Premises,Ophthalmic Medical Practioner Premises,01/04/2011,Null,Y
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,D01,N,Walk In Centre,"Walk In Centre: May be NHS General Practitioner Led, Nurse-led, or provided by private company.  May be sited in different areas – Primary Care Trust premises, on hospital sites, in retail premises etc",01/04/2011,Null,Y
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,D02,N,Out of Hours Centre,"Out of Hours Centre: May be NHS General Practitioner-Led, NURSE-led, or provided by private company.  May be sited in different areas – Primary Care Trust premises, on hospital sites, in retail premises etc",01/04/2011,Null,Y
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,D03,N,Emergency Community Dental Service,Emergency Community Dental Service: Run by Community Dental Services not General Dental Practitioners,01/04/2011,Null,Y
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,E01,N,Out-patient Clinic,Out-patient Clinic,01/04/2011,Null,Y
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,E02,N,Ward,Ward,01/04/2011,Null,Y
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,E03,N,Day Hospital,Day Hospital,01/04/2011,Null,Y
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,E04,N,Accident and Emergency or Minor Injuries Department,Accident and Emergency or Minor Injuries Department,01/04/2011,Null,Y
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,E99,N,Other Departments,"Other Departments: E.g. Pathology Laboratories, physiotherapy, diagnostic imaging, Occupational Therapy, Pharmacy Premises etc",01/04/2011,Null,Y
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,F01,N,Hospice,Hospice,01/04/2011,Null,Y
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,G01,N,Residential Care Home,Residential Care Home,01/04/2011,Null,Y
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,G02,N,Nursing Home,Nursing Home: See appropriate section of Care Home,01/04/2011,Null,Y
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,G03,N,Children's Home,Children's Home,01/04/2011,Null,Y
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,H01,N,Day Centre,"Day Centre: Facilities operated by the NHS, Social Services or private or voluntary bodies, providing day Care and respite Care for elderly or disabled people",01/04/2011,Null,Y
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,J01,N,Resource Centre,Resource Centre: Premises where information and support for Patients and their families/Carers is provided.,01/04/2011,Null,Y
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,K01,N,Sure Start Children’s Centre,"Sure Start Children’s Centre: Children’s centres are service hubs where children under five years old and their families can receive seamless integrated services and information. Services vary according to centre but may include: Integrated early education and Childcare; Support for parents including advice on parenting, local Childcare options and access to specialist services for families; Child and family health services; Helping parents into work",01/04/2011,Null,Y
Activity_Location_Type_Code,an3,01/04/2011,Null,Null,The type of Location for an Activity.,K02,N,Child Development Centre,Child Development Centre,01/04/2011,Null,Y
